gender,Partner,tenure,PhoneService,PaperlessBilling,MonthlyCharges,Churn
Male,Yes,56,No,Yes,36.1,No
Male,No,8,Yes,Yes,94,Yes
Female,Yes,22,Yes,No,61.15,Yes
Female,No,1,Yes,No,19.75,No
Female,No,40,Yes,Yes,64.1,No
Male,Yes,46,Yes,No,19.75,No
Male,Yes,63,Yes,No,19.7,No
Male,Yes,68,Yes,Yes,110.2,No
Male,Yes,69,Yes,Yes,106.35,No
Female,Yes,56,Yes,No,90.55,No
Female,Yes,10,Yes,Yes,65.9,No
Male,No,63,Yes,No,104.5,No
Female,Yes,24,No,Yes,52.5,No
Female,No,19,Yes,Yes,56.1,No
Male,Yes,22,Yes,Yes,88.75,No
Male,Yes,29,Yes,Yes,84.45,Yes
Male,Yes,13,Yes,Yes,75.3,Yes
Female,Yes,70,Yes,Yes,26,No
Female,Yes,49,Yes,No,99.4,No
Female,Yes,43,Yes,Yes,109.55,Yes
Female,No,3,Yes,Yes,19.6,Yes
Male,Yes,42,Yes,No,73.15,No
Male,No,57,Yes,Yes,54.65,No
Male,No,2,Yes,No,66.4,Yes
Female,Yes,72,Yes,Yes,115.55,No
Female,No,46,Yes,Yes,104.45,No
Male,Yes,66,Yes,Yes,100.05,Yes
Male,No,62,Yes,No,102,Yes
Female,Yes,72,Yes,Yes,91.15,No
Male,Yes,35,Yes,Yes,89.7,No
Male,Yes,17,Yes,No,90.2,Yes
Female,Yes,72,Yes,Yes,92.4,No
Female,Yes,28,Yes,No,19.9,No
Male,Yes,56,Yes,Yes,25.15,Yes
Female,No,31,Yes,Yes,79.85,Yes
Male,No,45,Yes,No,18.85,No
Female,No,1,Yes,Yes,25.75,No
Female,No,2,Yes,Yes,49.6,Yes
Female,No,6,Yes,Yes,20.95,No
Female,Yes,48,Yes,Yes,97.05,No
Male,Yes,25,Yes,Yes,25.4,No
Male,Yes,64,Yes,Yes,19.7,No
Male,No,50,No,Yes,35,No
Female,Yes,52,Yes,No,101.25,No
Male,Yes,4,Yes,Yes,70.2,No
Female,No,32,Yes,No,90.95,No
Male,Yes,45,Yes,No,73.85,No
Male,Yes,9,Yes,Yes,88.05,No
Female,Yes,66,Yes,Yes,105.95,Yes
Male,No,3,Yes,No,91.85,Yes
Female,No,54,Yes,No,20.1,No
Female,Yes,1,No,No,40.1,Yes
Female,Yes,64,Yes,No,110.3,No
Female,No,31,Yes,Yes,73.9,Yes
Female,No,14,Yes,Yes,89.8,Yes
Female,No,12,Yes,Yes,85.15,No
Male,Yes,67,Yes,Yes,60.95,No
Female,Yes,35,Yes,No,72.25,Yes
Female,No,45,Yes,No,73.55,No
Male,No,10,Yes,No,46,No
Female,No,29,Yes,Yes,58.55,No
Female,No,24,Yes,No,24.6,No
Male,Yes,66,Yes,Yes,19.75,No
Male,No,51,Yes,No,86.35,No
Female,Yes,45,Yes,No,25.5,No
Female,Yes,49,Yes,No,19,No
Female,Yes,29,Yes,Yes,19.55,No
Male,Yes,40,Yes,Yes,110.1,No
Female,No,37,Yes,Yes,96.55,Yes
Male,No,25,Yes,No,69.75,No
Female,No,22,No,Yes,50.6,No
Male,No,72,No,Yes,65.6,No
Female,No,7,No,Yes,40.1,Yes
Male,Yes,33,Yes,No,82.1,No
Female,No,23,Yes,Yes,79.1,No
Male,No,24,Yes,Yes,101.25,Yes
Female,No,1,Yes,No,79.55,Yes
Male,No,69,Yes,No,90.65,No
Female,No,3,Yes,Yes,20.55,No
Male,No,56,Yes,Yes,75.75,No
Male,No,65,Yes,Yes,110,No
Male,Yes,71,Yes,No,20.85,No
Female,No,14,Yes,Yes,80.35,No
Female,No,2,Yes,Yes,70.15,No
Female,No,32,Yes,No,84.05,Yes
Male,No,40,Yes,No,67.45,No
Male,No,1,Yes,No,20.75,No
Male,No,1,Yes,Yes,89.1,Yes
Female,No,7,Yes,Yes,69.9,No
Female,Yes,15,Yes,Yes,51.1,No
Female,Yes,17,Yes,No,94.4,Yes
Male,No,19,Yes,Yes,78.25,Yes
Male,No,71,Yes,No,25.55,No
Female,Yes,54,Yes,No,60,No
Male,Yes,31,Yes,Yes,90.55,No
Female,No,11,Yes,No,76.4,No
Female,No,18,Yes,Yes,84.95,No
Female,No,72,Yes,Yes,110.1,No
Female,No,71,Yes,Yes,99.65,No
Male,No,5,No,No,45.4,No
Male,Yes,38,Yes,No,69,No
Male,No,5,Yes,Yes,48.65,No
Male,No,2,Yes,Yes,44.15,Yes
Female,No,52,Yes,No,59.85,No
Female,No,8,Yes,Yes,75.75,Yes
Female,No,68,Yes,Yes,80.65,No
Male,Yes,69,Yes,Yes,20.55,No
Female,Yes,42,Yes,Yes,66.4,No
Female,No,50,Yes,Yes,100.2,No
Female,No,1,Yes,Yes,19.1,Yes
Male,Yes,1,Yes,Yes,80.3,Yes
Male,Yes,33,Yes,Yes,44.55,No
Female,No,7,Yes,No,20.35,No
Male,Yes,64,Yes,Yes,91.8,No
Female,No,1,Yes,Yes,74.9,Yes
Male,No,59,Yes,Yes,20.2,No
Female,Yes,6,Yes,No,50.35,No
Female,No,3,Yes,No,18.8,No
Female,Yes,15,Yes,No,20.45,No
Male,Yes,13,Yes,Yes,64.75,No
Female,No,23,Yes,Yes,98.7,No
Male,Yes,31,Yes,No,89.45,No
Male,No,29,Yes,Yes,58.75,No
Female,Yes,49,Yes,No,20.7,No
Female,Yes,56,Yes,Yes,85.6,No
Female,No,63,Yes,Yes,80.3,No
Male,Yes,63,Yes,No,79.8,No
Male,Yes,24,Yes,Yes,79.85,No
Male,Yes,36,Yes,No,54.1,No
Female,No,9,Yes,Yes,80.85,Yes
Male,No,3,No,No,24.75,Yes
Female,Yes,21,Yes,No,80.9,No
Male,Yes,13,Yes,No,24.5,No
Male,Yes,1,Yes,Yes,20.15,No
Female,Yes,25,Yes,No,20.05,No
Male,Yes,71,Yes,Yes,19.6,No
Male,No,66,Yes,Yes,114.3,No
Female,No,45,Yes,Yes,100.3,No
Female,Yes,22,Yes,Yes,80,No
Female,Yes,67,Yes,Yes,20.85,No
Female,Yes,68,Yes,Yes,89.95,No
Female,Yes,0,Yes,No,20,No
Female,No,49,Yes,Yes,90.85,Yes
Female,No,4,Yes,No,48.75,No
Male,Yes,63,Yes,No,80,No
Female,Yes,2,Yes,No,79.7,Yes
Male,No,21,Yes,Yes,20.35,No
Male,Yes,55,Yes,No,57.55,Yes
Male,No,1,Yes,Yes,20.25,No
Female,No,17,Yes,No,19.4,No
Male,No,30,Yes,Yes,100.4,No
Male,Yes,22,Yes,Yes,57.95,No
Female,No,9,Yes,Yes,59.5,No
Male,Yes,1,Yes,No,19.2,No
Female,Yes,21,Yes,Yes,86.5,Yes
Male,No,19,Yes,No,59.55,No
Female,Yes,69,Yes,Yes,103.95,Yes
Male,No,1,No,Yes,25.1,Yes
Female,Yes,72,Yes,Yes,103.95,No
Male,Yes,70,Yes,No,68.95,No
Female,No,66,Yes,Yes,103.1,No
Female,Yes,7,No,Yes,24.7,No
Female,Yes,46,Yes,Yes,110.2,No
Male,No,39,No,Yes,48.95,Yes
Female,Yes,32,Yes,No,62.45,No
Male,No,24,Yes,Yes,89.55,No
Male,Yes,6,Yes,Yes,83.55,Yes
Female,No,37,Yes,Yes,78.9,No
Male,No,8,Yes,No,20.35,No
Female,Yes,72,Yes,Yes,71.45,No
Male,Yes,71,No,No,46.35,No
Female,Yes,16,Yes,Yes,94.65,No
Female,Yes,57,No,Yes,49.9,No
Male,No,66,Yes,No,25.45,No
Female,No,17,Yes,Yes,89.15,Yes
Female,No,21,Yes,No,20.75,No
Male,Yes,66,Yes,Yes,66.1,No
Female,Yes,17,Yes,Yes,75.4,No
Male,No,1,Yes,Yes,70.45,Yes
Male,Yes,58,Yes,No,60.3,Yes
Female,Yes,8,Yes,No,21.05,No
Male,No,27,Yes,No,69.35,No
Male,Yes,34,Yes,No,88.85,No
Male,No,30,Yes,Yes,97,No
Male,No,33,Yes,Yes,66.4,No
Male,No,1,No,No,24.75,Yes
Male,Yes,14,Yes,No,69.2,No
Female,No,16,Yes,Yes,79.5,No
Female,No,49,Yes,No,100.65,No
Male,Yes,19,Yes,No,103.3,Yes
Female,Yes,70,Yes,No,79.7,No
Female,Yes,32,Yes,No,61.4,No
Female,No,18,Yes,Yes,69.8,No
Male,No,37,No,Yes,40.55,No
Female,No,4,Yes,Yes,75.65,No
Female,Yes,16,Yes,No,90.7,No
Male,Yes,17,Yes,Yes,80.5,No
Female,No,19,Yes,Yes,60.6,No
Male,Yes,60,Yes,No,101.15,No
Male,Yes,51,Yes,Yes,24.95,No
Male,Yes,28,Yes,Yes,20.3,No
Male,No,43,Yes,Yes,60,No
Male,Yes,42,Yes,No,20.25,No
Male,No,3,Yes,Yes,78.5,Yes
Female,No,1,Yes,No,44.75,No
Female,No,3,Yes,No,19.85,Yes
Female,No,63,Yes,No,98,No
Male,No,3,Yes,Yes,79.9,Yes
Male,Yes,68,Yes,Yes,107.7,No
Female,No,30,Yes,Yes,99.7,Yes
Female,No,60,Yes,No,104.7,No
Male,No,15,Yes,Yes,58.6,Yes
Male,No,45,Yes,Yes,93.9,No
Female,Yes,70,Yes,No,86.45,No
Male,Yes,10,Yes,Yes,98.5,Yes
Male,No,4,Yes,No,19.4,No
Female,No,1,Yes,Yes,50.45,Yes
Female,Yes,68,Yes,Yes,24.95,No
Male,Yes,22,Yes,No,75,No
Male,Yes,38,Yes,Yes,94.65,Yes
Female,No,1,Yes,Yes,100.25,Yes
Male,Yes,18,Yes,No,78.2,No
Male,No,29,Yes,Yes,94.2,No
Female,No,16,Yes,Yes,88.45,Yes
Male,No,1,Yes,Yes,69.85,Yes
Male,No,12,Yes,No,81.7,Yes
Male,No,31,No,Yes,50.05,No
Male,No,4,Yes,Yes,79.9,Yes
Female,Yes,48,Yes,Yes,69.55,No
Female,No,15,Yes,Yes,25.4,Yes
Male,No,50,Yes,Yes,90.1,No
Male,No,7,Yes,Yes,44.65,No
Male,Yes,41,Yes,Yes,83.75,Yes
Male,Yes,68,Yes,No,80.35,No
Female,Yes,26,Yes,Yes,98.1,No
Male,No,57,No,No,53.35,No
Female,No,3,Yes,No,19.55,No
Female,No,1,Yes,No,20.9,Yes
Male,Yes,19,Yes,Yes,48.95,No
Female,No,3,Yes,Yes,54.2,No
Female,No,59,Yes,No,24.45,No
Female,Yes,1,Yes,Yes,69.4,Yes
Male,Yes,42,No,Yes,40.15,No
Female,No,7,Yes,Yes,74.9,Yes
Male,Yes,67,Yes,No,25.6,No
Male,No,1,Yes,Yes,70.35,No
Male,Yes,66,Yes,No,91.7,No
Female,No,61,Yes,No,89.2,No
Male,Yes,4,Yes,No,24.1,No
Female,Yes,42,Yes,Yes,74.15,Yes
Female,Yes,64,Yes,Yes,53.85,No
Female,Yes,54,Yes,Yes,115.6,No
Male,No,1,Yes,Yes,19.75,No
Male,Yes,54,Yes,Yes,24.05,No
Female,No,18,Yes,No,25.3,No
Male,No,3,Yes,No,84.3,No
Female,No,1,Yes,Yes,70.1,Yes
Female,Yes,72,Yes,No,89.75,No
Male,Yes,60,Yes,Yes,97.95,No
Female,Yes,11,Yes,Yes,20,No
Female,No,12,Yes,Yes,78.3,Yes
Male,Yes,61,Yes,No,103.9,No
Female,No,39,Yes,No,20.7,No
Male,No,55,Yes,Yes,96.8,Yes
Female,No,17,Yes,Yes,94.4,Yes
Male,No,37,Yes,No,20.15,No
Female,Yes,72,Yes,Yes,26,No
Male,Yes,72,Yes,No,77.35,No
Female,No,8,Yes,No,66.05,No
Female,Yes,22,Yes,No,19.9,No
Female,No,1,Yes,No,84.3,Yes
Female,No,38,Yes,No,68.15,No
Male,No,17,Yes,No,80.85,No
Female,No,70,Yes,Yes,75.5,No
Female,Yes,72,Yes,No,92.45,Yes
Female,No,28,Yes,Yes,80.6,No
Female,No,15,Yes,Yes,83.2,No
Male,Yes,72,Yes,Yes,87.55,No
Female,Yes,11,Yes,Yes,99.55,Yes
Male,No,8,Yes,Yes,81.25,Yes
Female,Yes,57,Yes,Yes,109.4,No
Male,Yes,1,Yes,No,19.95,Yes
Female,Yes,46,No,No,45.55,No
Male,Yes,30,Yes,No,20.7,No
Male,Yes,10,Yes,No,75.3,No
Male,Yes,23,Yes,Yes,99.25,Yes
Male,No,32,Yes,Yes,93.4,No
Male,No,13,Yes,Yes,73.75,No
Female,No,39,Yes,Yes,80.45,Yes
Female,No,44,Yes,Yes,88.15,No
Male,No,9,Yes,No,49.2,No
Female,Yes,67,Yes,No,19.65,No
Male,Yes,9,Yes,Yes,79.35,Yes
Female,No,15,Yes,Yes,79.75,Yes
Female,Yes,71,Yes,Yes,105.15,No
Male,No,1,Yes,No,49,No
Female,Yes,30,Yes,Yes,100.05,Yes
Male,No,1,Yes,Yes,69.35,Yes
Male,Yes,17,No,Yes,49.8,No
Female,No,3,Yes,No,85.8,Yes
Male,Yes,67,Yes,Yes,79.7,Yes
Male,No,1,Yes,No,20.95,No
Female,No,1,Yes,No,50.55,Yes
Female,Yes,32,Yes,No,79.3,No
Male,Yes,41,Yes,No,19.5,No
Male,Yes,1,Yes,Yes,80.55,Yes
Female,No,1,Yes,No,44.15,No
Female,Yes,12,Yes,Yes,84.5,Yes
Male,Yes,62,Yes,Yes,105.5,No
Female,No,22,Yes,Yes,84.3,Yes
Female,No,17,Yes,Yes,92.7,No
Female,Yes,72,Yes,Yes,26.25,No
Male,Yes,56,Yes,Yes,96.95,No
Female,No,9,Yes,Yes,20.45,No
Male,Yes,72,Yes,Yes,115.8,No
Male,No,20,Yes,Yes,108.2,No
Male,Yes,19,Yes,No,20.2,No
Male,No,2,Yes,Yes,67.75,Yes
Male,No,53,No,No,54.9,No
Female,No,27,Yes,Yes,85.25,Yes
Male,No,6,Yes,No,20.15,No
Male,Yes,9,Yes,Yes,90.35,No
Female,Yes,8,Yes,No,55.75,No
Female,Yes,71,Yes,No,114.6,No
Female,No,10,Yes,Yes,80.05,Yes
Male,No,1,Yes,No,20,Yes
Female,Yes,71,No,No,66.8,No
Male,Yes,68,Yes,Yes,100.3,No
Male,No,34,Yes,Yes,105.35,No
Male,No,26,Yes,Yes,85.2,No
Female,No,22,Yes,Yes,48.8,Yes
Male,No,7,Yes,Yes,18.95,No
Female,Yes,20,Yes,Yes,69.8,No
Female,Yes,60,Yes,Yes,106.15,No
Male,Yes,72,Yes,No,20.55,No
Female,Yes,72,Yes,Yes,105.75,No
Male,No,4,Yes,No,25.25,No
Male,Yes,16,Yes,No,19.75,No
Female,Yes,62,Yes,Yes,104.85,No
Female,No,10,Yes,Yes,60.95,No
Male,No,31,Yes,Yes,81.15,No
Female,Yes,71,Yes,No,19.1,No
Male,No,58,Yes,No,20.8,No
Male,Yes,70,Yes,Yes,90.15,No
Female,Yes,71,Yes,No,90.1,No
Male,No,69,Yes,No,74.1,No
Female,No,1,Yes,Yes,85.05,Yes
Female,Yes,72,Yes,Yes,118.75,No
Female,Yes,26,Yes,No,85.9,No
Female,Yes,33,Yes,Yes,95,No
Female,Yes,10,Yes,No,20.15,No
Female,No,57,Yes,No,101.3,No
Female,No,10,Yes,Yes,21.2,No
Female,Yes,39,Yes,Yes,24.2,No
Female,No,11,Yes,No,20.3,No
Female,Yes,21,Yes,Yes,102.8,Yes
Female,Yes,68,Yes,No,85.3,No
Male,No,18,Yes,Yes,89.6,No
Female,No,6,Yes,Yes,99.95,Yes
Male,No,18,Yes,No,56.25,No
Female,Yes,52,Yes,Yes,50.95,No
Male,Yes,56,Yes,No,115.85,No
Male,No,45,Yes,Yes,103.65,No
Female,No,67,Yes,Yes,26.1,No
Male,Yes,3,No,No,35.1,No
Male,No,65,Yes,Yes,99.1,No
Male,Yes,63,Yes,No,67.25,No
Female,Yes,11,Yes,No,25,No
Male,No,1,Yes,Yes,59.55,No
Male,No,55,Yes,Yes,77.8,No
Male,Yes,25,Yes,Yes,55.1,No
Male,Yes,72,Yes,Yes,117.8,Yes
Female,Yes,72,Yes,Yes,24.15,No
Female,No,65,No,No,45.25,No
Female,No,54,Yes,Yes,79.5,Yes
Male,Yes,7,Yes,No,20.25,No
Female,Yes,72,Yes,No,64.75,No
Male,Yes,21,Yes,No,54.6,No
Female,No,2,Yes,Yes,20.7,No
Male,No,4,Yes,Yes,94.75,No
Male,Yes,3,Yes,Yes,79.65,Yes
Male,Yes,72,Yes,No,115.8,No
Female,No,6,Yes,Yes,49.45,No
Male,No,52,Yes,Yes,83.8,No
Male,Yes,69,Yes,Yes,95.35,No
Male,No,8,Yes,Yes,94.7,Yes
Female,No,8,Yes,Yes,74.05,No
Female,No,63,Yes,Yes,89.6,No
Male,No,60,Yes,Yes,116.6,No
Female,Yes,12,Yes,No,54.2,No
Female,No,13,Yes,Yes,19.3,No
Male,No,22,Yes,No,65.05,No
Male,No,5,Yes,Yes,92.5,Yes
Female,Yes,1,Yes,No,19.45,Yes
Female,Yes,72,Yes,Yes,24.05,No
Female,No,2,Yes,No,18.75,No
Female,Yes,40,Yes,No,20.15,No
Male,Yes,44,Yes,No,20,No
Male,Yes,71,Yes,Yes,71,No
Female,No,2,Yes,Yes,75.55,Yes
Male,No,26,Yes,Yes,93.6,No
Male,Yes,1,Yes,Yes,70,Yes
Female,No,1,No,No,24.4,No
Male,Yes,65,Yes,Yes,74.8,Yes
Male,No,3,Yes,Yes,65.25,No
Male,No,13,Yes,Yes,50.55,No
Female,Yes,33,Yes,Yes,104.4,Yes
Female,No,1,Yes,Yes,70.7,No
Male,Yes,4,Yes,No,45.25,No
Male,No,2,Yes,Yes,70.3,No
Male,Yes,72,Yes,Yes,108.95,No
Female,Yes,37,Yes,No,26.45,No
Female,No,15,Yes,No,86.2,Yes
Female,No,23,Yes,Yes,19.65,No
Female,Yes,30,No,No,51.2,Yes
Female,Yes,42,Yes,Yes,19.05,No
Female,No,32,Yes,No,74.75,No
Female,Yes,22,Yes,Yes,75.8,No
Male,Yes,42,No,Yes,25.1,No
Female,No,8,Yes,No,44.45,No
Female,Yes,65,Yes,Yes,104.3,No
Female,No,2,Yes,No,19.5,Yes
Female,Yes,70,Yes,Yes,89,No
Male,No,22,Yes,No,20.15,No
Female,No,4,Yes,Yes,74.9,Yes
Female,No,2,Yes,No,74.9,Yes
Female,Yes,67,No,No,36.15,No
Female,No,25,Yes,Yes,19.2,No
Female,Yes,20,Yes,No,19.25,No
Female,No,2,Yes,Yes,61.2,No
Male,No,51,Yes,No,20.45,No
Female,Yes,46,No,No,35.05,No
Female,No,25,Yes,Yes,100.25,Yes
Male,No,13,Yes,No,44,No
Female,No,25,Yes,Yes,102.8,Yes
Male,Yes,26,Yes,No,50.35,No
Male,No,43,Yes,Yes,100,Yes
Male,No,19,Yes,Yes,20,No
Male,Yes,10,Yes,Yes,99.85,Yes
Female,No,2,Yes,Yes,94.2,Yes
Female,Yes,72,Yes,Yes,86.4,No
Male,No,18,Yes,Yes,58.4,No
Male,No,9,Yes,Yes,83.85,Yes
Female,No,27,Yes,No,88.3,Yes
Male,No,24,Yes,Yes,94.1,No
Male,No,69,Yes,Yes,104.05,Yes
Female,Yes,46,Yes,Yes,108.9,No
Female,No,72,Yes,Yes,107.4,No
Male,Yes,22,Yes,Yes,94.7,Yes
Female,Yes,70,Yes,Yes,90.85,No
Female,No,2,Yes,No,19.9,No
Male,Yes,31,Yes,Yes,66.4,No
Female,Yes,56,Yes,Yes,100.65,Yes
Female,Yes,16,Yes,No,100.7,No
Male,No,52,Yes,No,25.6,No
Male,Yes,13,Yes,Yes,19.85,No
Female,No,35,Yes,No,20.75,No
Female,No,59,Yes,No,95.8,No
Male,Yes,72,Yes,Yes,94.65,No
Female,Yes,66,Yes,Yes,80.55,Yes
Female,Yes,49,Yes,No,106.65,No
Female,No,2,Yes,Yes,45.85,No
Male,No,21,Yes,Yes,104.35,No
Male,No,54,No,Yes,55.45,No
Male,Yes,24,Yes,Yes,78.85,Yes
Male,No,1,Yes,No,61.15,No
Male,No,6,Yes,Yes,78.95,No
Female,No,1,Yes,Yes,44.45,Yes
Male,No,49,Yes,Yes,109.2,No
Female,Yes,56,Yes,Yes,61.3,No
Female,No,56,Yes,Yes,96.85,No
Female,Yes,6,No,No,40.55,No
Male,No,32,Yes,No,19.8,No
Male,Yes,50,Yes,Yes,108.25,No
Male,Yes,58,Yes,Yes,105.05,No
Female,Yes,65,Yes,Yes,90.45,No
Female,No,64,Yes,Yes,86.4,No
Female,Yes,66,Yes,No,66.9,No
Male,Yes,38,Yes,Yes,110.7,No
Female,Yes,20,Yes,Yes,20,No
Male,No,36,Yes,Yes,84.9,Yes
Male,No,64,Yes,No,102.1,No
Male,No,1,Yes,No,20.25,Yes
Female,No,60,Yes,Yes,70.15,No
Male,No,1,Yes,Yes,74.35,Yes
Female,Yes,50,Yes,Yes,80.05,No
Male,No,1,Yes,No,62.05,Yes
Female,Yes,72,No,Yes,49.2,No
Male,Yes,60,Yes,Yes,20.5,No
Male,No,46,No,No,38.25,No
Female,Yes,69,No,Yes,54.95,No
Male,No,31,Yes,Yes,96.6,No
Male,Yes,19,Yes,No,19.9,No
Female,Yes,71,Yes,No,19.9,No
Male,Yes,12,Yes,Yes,84.6,No
Male,Yes,39,Yes,No,80,Yes
Male,No,44,Yes,Yes,85.25,No
Female,Yes,56,Yes,No,81.25,No
Female,Yes,72,Yes,Yes,115.5,No
Male,No,5,Yes,No,104.1,Yes
Female,No,11,Yes,Yes,79,No
Male,Yes,24,No,No,39.1,Yes
Female,Yes,15,Yes,Yes,94.65,No
Male,No,72,Yes,Yes,20.8,No
Male,Yes,56,Yes,No,59.5,No
Male,No,64,Yes,Yes,20.05,No
Female,Yes,34,Yes,Yes,100.45,No
Male,No,2,Yes,Yes,76.5,Yes
Male,No,35,Yes,No,20.6,No
Male,No,22,Yes,No,20.3,No
Male,No,5,Yes,Yes,49.2,Yes
Male,No,9,No,No,39.55,No
Male,No,11,Yes,No,23.15,Yes
Male,No,23,Yes,No,20.45,No
Female,Yes,4,Yes,No,80.85,Yes
Male,Yes,68,Yes,No,25.25,No
Male,Yes,33,Yes,No,91.25,No
Male,No,31,Yes,Yes,72.45,No
Male,No,1,Yes,No,60.1,Yes
Female,No,56,Yes,No,19.7,No
Male,No,1,Yes,Yes,78.95,Yes
Male,Yes,66,Yes,Yes,75.1,No
Male,Yes,72,Yes,No,25,No
Male,No,34,Yes,No,69.15,No
Female,Yes,58,Yes,Yes,91.55,No
Male,No,2,Yes,Yes,45.15,Yes
Male,No,37,No,No,35.8,No
Female,No,71,Yes,Yes,113.15,No
Male,Yes,1,Yes,No,19.85,No
Male,Yes,71,Yes,No,19.8,No
Male,Yes,35,Yes,No,19.9,No
Female,Yes,6,Yes,No,19.7,No
Female,No,3,Yes,Yes,79.4,Yes
Female,Yes,69,Yes,No,59.1,No
Male,No,44,No,Yes,53.95,Yes
Female,Yes,53,Yes,Yes,91.15,No
Female,Yes,24,Yes,Yes,99.3,Yes
Female,Yes,5,Yes,Yes,68.95,No
Female,No,2,Yes,No,51.55,No
Male,No,62,Yes,Yes,24.4,No
Female,Yes,19,Yes,Yes,96.8,No
Male,No,9,Yes,No,70.05,No
Male,No,53,Yes,No,19.5,No
Male,No,5,Yes,No,78.75,No
Female,Yes,71,Yes,No,69.2,No
Female,No,1,Yes,Yes,19.55,No
Male,No,18,Yes,Yes,80.65,Yes
Male,No,72,Yes,Yes,103.65,No
Female,Yes,4,Yes,No,54.7,No
Male,No,59,Yes,No,54.15,No
Female,No,1,Yes,No,71.1,Yes
Female,Yes,31,Yes,Yes,84.85,No
Male,Yes,3,Yes,No,20,No
Female,Yes,65,Yes,Yes,106.25,Yes
Male,Yes,49,Yes,Yes,99.25,No
Male,No,2,Yes,No,19.35,No
Female,Yes,53,Yes,No,20.8,Yes
Female,Yes,55,Yes,Yes,94.75,No
Male,Yes,72,Yes,Yes,114.05,No
Female,No,36,Yes,Yes,74.9,No
Female,Yes,10,Yes,Yes,19.8,No
Male,No,1,Yes,Yes,94,Yes
Female,Yes,72,Yes,No,80.85,No
Female,No,28,Yes,No,54.65,No
Male,Yes,38,Yes,No,91.7,No
Female,No,61,Yes,Yes,118.6,No
Male,Yes,52,Yes,No,24.55,No
Male,No,67,Yes,Yes,19.45,No
Female,No,34,Yes,Yes,116.15,No
Female,No,54,Yes,No,80.6,No
Female,Yes,1,Yes,Yes,20.3,No
Female,No,15,Yes,No,89.85,Yes
Female,No,4,Yes,Yes,46,Yes
Female,No,9,Yes,No,66.25,Yes
Female,No,46,Yes,Yes,99.8,No
Female,No,22,Yes,Yes,90,Yes
Male,No,38,Yes,Yes,70.45,Yes
Female,Yes,55,Yes,Yes,75,No
Female,No,1,Yes,No,19.9,No
Male,Yes,64,Yes,No,80.3,No
Male,No,53,Yes,No,19.75,Yes
Female,Yes,58,Yes,Yes,84.3,No
Male,Yes,56,No,Yes,54.05,No
Male,Yes,72,Yes,Yes,104.9,No
Male,No,1,Yes,Yes,53.95,Yes
Male,Yes,72,Yes,Yes,97.25,No
Male,No,22,Yes,No,83.05,No
Female,No,8,Yes,Yes,105.5,Yes
Female,No,16,Yes,Yes,81,Yes
Female,No,39,No,No,41.1,No
Female,No,12,Yes,Yes,45,No
Male,Yes,54,Yes,Yes,74.55,No
Female,No,18,No,Yes,40.2,No
Male,Yes,32,Yes,No,70.5,No
Female,No,41,Yes,Yes,19.75,No
Male,Yes,67,Yes,No,24.65,No
Male,Yes,65,Yes,Yes,104.25,No
Female,No,25,Yes,Yes,78.35,No
Female,Yes,1,Yes,Yes,69.8,Yes
Female,Yes,67,Yes,Yes,109.7,No
Male,No,7,Yes,No,73.75,Yes
Female,No,43,No,Yes,33.45,No
Female,No,24,Yes,Yes,94.6,No
Male,No,9,Yes,No,54.55,Yes
Male,Yes,69,Yes,No,20.2,No
Female,No,37,Yes,No,20.3,No
Male,Yes,20,No,Yes,39.4,No
Male,No,7,Yes,No,69.15,No
Female,No,37,Yes,Yes,76.25,Yes
Female,No,5,Yes,Yes,93.9,Yes
Male,No,41,No,Yes,51.35,No
Female,No,54,Yes,Yes,100.05,No
Female,No,3,Yes,Yes,70.4,Yes
Male,No,69,Yes,No,20.3,No
Female,No,53,Yes,Yes,94.45,No
Male,Yes,18,No,No,46.4,No
Male,Yes,64,Yes,Yes,104.05,No
Female,Yes,31,Yes,Yes,91.15,Yes
Female,No,20,No,No,24.9,No
Male,Yes,57,Yes,No,59.6,No
Male,Yes,63,Yes,No,108.5,No
Male,Yes,13,No,No,40.55,No
Female,Yes,48,Yes,Yes,58.95,No
Female,No,2,Yes,Yes,70.95,Yes
Male,Yes,57,Yes,No,20.75,No
Male,Yes,71,Yes,Yes,113.15,No
Female,Yes,7,Yes,No,48.8,No
Female,No,16,Yes,Yes,63.05,No
Male,Yes,34,Yes,No,100.85,No
Female,Yes,37,Yes,Yes,99.5,Yes
Male,No,16,Yes,Yes,80.55,No
Male,No,48,Yes,Yes,64.4,No
Male,Yes,58,Yes,Yes,75.2,No
Female,Yes,72,Yes,Yes,84.9,No
Female,No,7,Yes,No,19.3,No
Female,No,38,Yes,Yes,83.9,Yes
Female,Yes,48,Yes,No,117.45,Yes
Male,No,10,Yes,Yes,104.4,Yes
Female,No,30,Yes,No,74.65,No
Male,Yes,31,Yes,Yes,59.05,No
Female,No,46,Yes,Yes,69.1,No
Male,Yes,50,Yes,No,20.55,No
Male,Yes,28,Yes,No,76.55,No
Female,No,66,No,Yes,62.5,No
Male,No,8,No,Yes,29.4,Yes
Female,Yes,41,Yes,Yes,94.9,No
Male,Yes,72,Yes,Yes,111.65,No
Female,No,7,Yes,No,19.9,No
Female,Yes,38,Yes,No,20.45,No
Male,No,44,Yes,Yes,106.05,No
Male,Yes,47,Yes,Yes,113.45,No
Male,Yes,53,Yes,Yes,92.55,No
